Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,sku,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Singapore,Included / EURO,Price / EURO,Compare At Price / EURO,Included / India,Price / India,Compare At Price / India,Included / Indonesia,Price / Indonesia,Compare At Price / Indonesia,Included / International,Price / International,Compare At Price / International,Included / USA,Price / USA,Compare At Price / USA,Status
brown-monogram-canvas-alma-pm-france-5,Brown Monogram Canvas Alma PM France,"The Monogram Alma PM features a monogram canvas body, rolled leather handles, a leather bottom, a top zip closure, and an interior slip pocket. Exterior Front Discolored, Out Of Shape, Worn. Exterior Front stained with Water Mark. Exterior Back Discolored, Out Of Shape. Exterior Back stained with Water Mark. Exterior Bottom Discolored, Worn. Exterior Bottom stained with Water Mark. Exterior Handle Discolored, Worn. Exterior Handle stained with Water Mark. Exterior Pocket Discolored. Exterior Corners Worn. Exterior Side Discolored, Worn. Exterior Side stained with Water Mark. Interior Lining Discolored. Interior Pocket Discolored, Worn. Practical Attachment Scratched. Zipper Scratched. 

Inclusions: 
This item does not come with inclusions.

Louis Vuitton pieces do not come with an authenticity card�please refer to the production date code within the bag for its age and as an authenticity reference.

Hand Drop: 8.00 cm

Serial Number: BA0946
Country of Origin: France",styletribute,,BAGS,"ALL, BAGS_LOUIS VUITTON_WOMEN_ALL, DESIGNER_ALL, LOUIS VUITTON_ALL, LOUIS VUITTON_WOMEN_ALL, WOMEN_ALL, WOMEN_BAGS_ALL",TRUE,Title,Default Title,,,,,SBUPBG277704,0,shopify,1,deny,manual,820,1960,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0806/3811/6158/products/ead8c0a1e31949d95fc4410a0f3a4cd8.jpg?v=1692612652,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
brown-damier-canvas-ebene-neverfull-mm-spain-3,Brown Damier Canvas Ebene Neverfull MM Spain,"The Neverfull MM features the Damier Ebene canvas body with leather trim, flat leather straps, a top lobster claw clasp closure, and an interior zip pocket. Exterior Front Out Of Shape, Worn. Exterior Back Out Of Shape, Worn. Exterior Bottom Out Of Shape. Exterior Handle Cracked, Out Of Shape, Worn. Exterior Corners Discolored, Worn. Exterior Side Out Of Shape, Worn. Exterior Top Worn. Interior Lining Discolored. Interior Lining stained with Other. Lock Scratched. Practical Attachment Scratched. Zipper Scratched. 

Inclusions: 
Pouch

Louis Vuitton pieces do not come with an authenticity card�please refer to the production date code within the bag for its age and as an authenticity reference.

Hand Drop: 19.50 cm
Shoulder Drop: 20.00 cm

Serial Number: GI 3114
Country of Origin: Spain
Delivery will be within 1-2 weeks as this item will be coming from our international warehouse.",styletribute,,TOTE BAGS,"ALL, BAGS_LOUIS VUITTON_WOMEN_ALL, DESIGNER_ALL, LOUIS VUITTON_ALL, LOUIS VUITTON_WOMEN_ALL, WOMEN_ALL, WOMEN_BAGS_ALL, WOMEN_BAGS_TOTEBAGS",TRUE,Title,Default Title,,,,,SBUPBG273878,0,shopify,1,deny,manual,2600,3900,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0806/3811/6158/products/b4ea904031a536484ababc62ad11afad.jpg?v=1692612631,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
brown-monogram-canvas-pochette-accessoires-france-19,Brown Monogram Canvas Pochette Accessoires France,"The Pochette Accessoires features a monogram canvas body, a flat leather handle, and a top zip closure. Exterior Front Out Of Shape, Worn. Exterior Back Out Of Shape, Worn. Exterior Bottom Out Of Shape, Worn. Exterior Handle Out Of Shape, Worn. Exterior Handle stained with Water Mark. Exterior Corners Worn. Exterior Side Out Of Shape, Worn. Practical Attachment Scratched. Zipper Rusty/Tarnished, Scratched. 

Inclusions: 
Dust Bag

Louis Vuitton pieces do not come with an authenticity card�please refer to the production date code within the bag for its age and as an authenticity reference.

Hand Drop: 14.50 cm
Shoulder Drop: 14.50 cm

Serial Number: VI 0061
Country of Origin: France",styletribute,,SHOULDER BAGS,"ALL, BAGS_LOUIS VUITTON_WOMEN_ALL, DESIGNER_ALL, LOUIS VUITTON_ALL, LOUIS VUITTON_WOMEN_ALL, WOMEN_ALL, WOMEN_BAGS_ALL, WOMEN_BAGS_SHOULDERBAGS",TRUE,Title,Default Title,,,,,SBUPBG281240,0,shopify,1,deny,manual,1150,1720,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0806/3811/6158/products/a848764c81fa0789e41c3862ab088609.jpg?v=1692612611,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
gold-plated-metal-rhinestone-logo-clip-on-earrings-germany,Gold Plated Metal Rhinestone Logo Clip-On Earrings Germany,"These earrings feature a metal body, and clip on closures. Exterior Front Scratched. Exterior Back Scratched. Practical Attachment Scratched. 

Inclusions: 
This item does not come with inclusions.


Country of Origin: Germany",styletribute,,EARRINGS,"ALL, DESIGNER_ALL, DIOR_ALL, DIOR_WOMEN_ALL, JEWELLERY_DIOR_WOMEN_ALL, WOMEN_ALL, WOMEN_JEWELLERY_ALL, WOMEN_JEWELLERY_EARRINGS",TRUE,Title,Default Title,,,,,SBUPJW277708,0,shopify,1,deny,manual,470,820,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0806/3811/6158/products/4e45e222c0d579ff3f458c5387c328f1.jpg?v=1692612611,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
brown-monogram-canvas-babylone-france-1,Brown Monogram Canvas Babylone France,"The Babylone features a monogram canvas body, flat leather straps, a top zip closure, and interior zip and open pockets. Exterior Front Discolored, Out Of Shape, Worn. Exterior Front stained with Other. Exterior Back Discolored, Out Of Shape, Worn. Exterior Back stained with Other. Exterior Bottom Out Of Shape, Worn. Exterior Handle Discolored, Worn. Exterior Handle stained with Other. Exterior Corners Worn. Exterior Side Out Of Shape, Worn. Interior Lining stained with Other. Interior Pocket stained with Other. Item has an odor of Other. Zipper Scratched. 

Inclusions: 
This item does not come with inclusions.

Louis Vuitton pieces do not come with an authenticity card�please refer to the production date code within the bag for its age and as an authenticity reference.

Shoulder Drop: 30.00 cm

Serial Number: MB0010
Country of Origin: France",styletribute,,SHOULDER BAGS,"ALL, BAGS_LOUIS VUITTON_WOMEN_ALL, DESIGNER_ALL, LOUIS VUITTON_ALL, LOUIS VUITTON_WOMEN_ALL, WOMEN_ALL, WOMEN_BAGS_ALL, WOMEN_BAGS_SHOULDERBAGS",TRUE,Title,Default Title,,,,,SBUPBG280382,0,shopify,1,deny,manual,990,1250,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0806/3811/6158/products/0c684715e6b604d1c2bf96ebb4f407e5.jpg?v=1692612606,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
blue-canvas-fabric-oblique-trotter-trifold-wallet-spain,Blue Canvas Fabric Oblique Trotter Trifold Wallet Spain,"This wallet features a canvas body, a flap with snap button closure, and interior slip pockets. Exterior Front Discolored, Out Of Shape, Scratched. Exterior Front stained with Other. Exterior Back Discolored, Out Of Shape, Worn. Exterior Back stained with Other. Exterior Bottom Discolored, Out Of Shape, Worn. Exterior Corners Worn. Exterior Side Out Of Shape. Exterior Top Discolored, Out Of Shape, Worn. Interior Lining Scratched. Interior Pocket Worn. Lock Scratched. 

Inclusions: 
This item does not come with inclusions.


Serial Number: CM0014
Country of Origin: Spain",styletribute,,WALLETS,"ACCESSORIES_DIOR_WOMEN_ALL, ALL, DESIGNER_ALL, DIOR_ALL, DIOR_WOMEN_ALL, WOMEN_ACCESSORIES_ALL, WOMEN_ACCESSORIES_WALLETS, WOMEN_ALL",TRUE,Title,Default Title,,,,,SBUPAC277710,0,shopify,1,deny,manual,410,620,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0806/3811/6158/products/34839ae3aa8d5fa5bbdbe3393df4262b.jpg?v=1692612598,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
black-calf-leather-saffiano-business-bag-italy,Black Calf Leather Saffiano Business Bag Italy,"This business bag features a saffiano leather body, rolled handles, a detachable flat strap, a top zip closure, and interior zip and slip pockets. Exterior Front Out Of Shape, Worn. Exterior Back Out Of Shape, Worn. Exterior Bottom Out Of Shape, Worn. Exterior Handle Out Of Shape, Worn. Exterior Corners Worn. Exterior Side Out Of Shape, Worn. Exterior Top Discolored, Out Of Shape, Worn. Practical Attachment Rusty/Tarnished, Scratched. Zipper Rusty/Tarnished, Scratched. 

Inclusions: 
This item does not come with inclusions.

Hand Drop: 15.00 cm

Country of Origin: Italy
Delivery will be within 1-2 weeks as this item will be coming from our international warehouse.",styletribute,,LAPTOP BAGS,"ALL, BAGS_PRADA_WOMEN_ALL, DESIGNER_ALL, PRADA_ALL, PRADA_WOMEN_ALL, WOMEN_ALL, WOMEN_BAGS_ALL, WOMEN_BAGS_LAPTOPBAGS",TRUE,Title,Default Title,,,,,SBUPBG281241,0,shopify,1,deny,manual,840,1800,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0806/3811/6158/products/b172a0a04ceb6a1003a850ea6e2f1f48.jpg?v=1692612568,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
black-calf-leather-medium-id93-italy,Black Calf Leather Medium ID93 Italy,"The ID93 bag features a leather body, a rolled top handle, a detachable handle, and a top zip closure. Exterior Front Out Of Shape. Exterior Back Out Of Shape. Exterior Bottom Out Of Shape. Exterior Handle Out Of Shape, Scratched. Exterior Side Out Of Shape. Interior Lining Scratched. Practical Attachment Scratched. Zipper Scratched. 

Inclusions: 
Dust Bag

Hand Drop: 12.00 cm
Shoulder Drop: 15.00 cm

Country of Origin: Italy",styletribute,,BAGS,"ALL, BAGS_GIVENCHY_WOMEN_ALL, DESIGNER_ALL, GIVENCHY_ALL, GIVENCHY_WOMEN_ALL, WOMEN_ALL, WOMEN_BAGS_ALL",TRUE,Title,Default Title,,,,,SBUPBG264510,0,shopify,1,deny,manual,1890,2830,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0806/3811/6158/products/786f2e1d1df6ee55665fd7c9cfdf98ac.jpg?v=1692612564,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
silver-calf-leather-horsebit-hobo-bag-italy,Silver Calf Leather Horsebit Hobo Bag Italy,"This hobo bag features a leather body, a flat leather strap with a gold-tone horsebit detail, a top zip closure, and an interior zip pocket. Exterior Front Discolored, Scratched, Worn. Exterior Back Discolored, Scratched, Worn. Exterior Bottom Discolored, Scratched, Worn. Exterior Handle Discolored, Scratched, Worn. Exterior Side Discolored, Worn. Exterior Top Out Of Shape, Worn. Interior Lining Discolored. Interior Pocket Discolored. Embellishment Scratched. Practical Attachment Scratched. Zipper Scratched. 

Inclusions: 
This item does not come with inclusions.

Hand Drop: 13.50 cm

Serial Number: 211986
Country of Origin: Italy",styletribute,,SHOULDER BAGS,"ALL, BAGS_GUCCI_WOMEN_ALL, DESIGNER_ALL, GUCCI_ALL, GUCCI_WOMEN_ALL, WOMEN_ALL, WOMEN_BAGS_ALL, WOMEN_BAGS_SHOULDERBAGS",TRUE,Title,Default Title,,,,,SBUPBG280383,0,shopify,1,deny,manual,710,1070,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0806/3811/6158/products/e571d37ac011991eecc9c04eb4eb9b8e.jpg?v=1692612564,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
brown-damier-canvas-ebene-rivington-pm-france-1,Brown Damier Canvas Ebene Rivington PM France,"The Damier Ebene Rivington PM features a damier canvas body with leather trim, flat leather straps, a two way top zip closure, and an interior slip pocket. Exterior Front Out Of Shape, Scratched, Worn. Exterior Front stained with Other. Exterior Back Discolored, Out Of Shape, Worn. Exterior Back stained with Other. Exterior Bottom Out Of Shape. Exterior Handle Scratched. Exterior Handle stained with Other. Exterior Corners Worn. Exterior Side Out Of Shape, Scratched. Exterior Top Out Of Shape. Interior Lining Discolored, Scratched. Interior Lining stained with Other. Interior Pocket Discolored, Worn. Practical Attachment Scratched. Zipper Rusty/Tarnished, Scratched. 

Inclusions: 
This item does not come with inclusions.

Louis Vuitton pieces do not come with an authenticity card�please refer to the production date code within the bag for its age and as an authenticity reference.

Hand Drop: 27.00 cm

Serial Number: FL0111
Country of Origin: France
Delivery will be within 1-2 weeks as this item will be coming from our international warehouse.",styletribute,,SHOULDER BAGS,"ALL, BAGS_LOUIS VUITTON_WOMEN_ALL, DESIGNER_ALL, LOUIS VUITTON_ALL, LOUIS VUITTON_WOMEN_ALL, WOMEN_ALL, WOMEN_BAGS_ALL, WOMEN_BAGS_SHOULDERBAGS",TRUE,Title,Default Title,,,,,SBUPBG273880,0,shopify,1,deny,manual,1290,1940,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0806/3811/6158/products/cb56dda585dc141c8b97433aa2437f6b.jpg?v=1692612559,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
white-with-multi-monogram-multicolore-canvas-trouville-france,White with Multi Monogram Multicolore Canvas Trouville France,"The Trouville features a monogram multicolore canvas body, gold-tone studs, rolled leather handles, an exterior slip pocket, and a top zip closure. Exterior Front Discolored, Out Of Shape, Scratched, Worn. Exterior Back Discolored, Out Of Shape, Worn. Exterior Back stained with Water Mark. Exterior Bottom Discolored, Out Of Shape, Worn. Exterior Handle Discolored, Out Of Shape, Scratched. Exterior Corners Worn. Exterior Side Discolored, Out Of Shape, Scratched. Exterior Top Discolored, Out Of Shape, Worn. Interior Lining Worn. Interior Lining stained with Other. Practical Attachment Scratched. Zipper Scratched. 

Inclusions: 
This item does not come with inclusions.

Louis Vuitton pieces do not come with an authenticity card�please refer to the production date code within the bag for its age and as an authenticity reference.

Hand Drop: 8.50 cm

Country of Origin: France",styletribute,,BAGS,"ALL, BAGS_LOUIS VUITTON_WOMEN_ALL, DESIGNER_ALL, LOUIS VUITTON_ALL, LOUIS VUITTON_WOMEN_ALL, WOMEN_ALL, WOMEN_BAGS_ALL",TRUE,Title,Default Title,,,,,SBUPBG277711,0,shopify,1,deny,manual,1930,2890,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0806/3811/6158/products/6ba346cac65523848f06b4b4ea173512.jpg?v=1692612558,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
brown-monogram-canvas-pochette-twin-gm-france-5,Brown Monogram Canvas Pochette Twin GM France,"The Monogram Pochette Twin GM features a monogram canvas body, flat leather strap, and a front flap with magnetic snap closure Exterior Front Discolored, Out Of Shape, Worn. Exterior Back Discolored, Out Of Shape. Exterior Bottom Out Of Shape. Exterior Handle Discolored, Out Of Shape. Exterior Corners Worn. Exterior Side Discolored, Worn. Interior Lining Discolored, Worn. Interior Lining stained with Other. Lock Scratched. 

Inclusions: 
This item does not come with inclusions.

Louis Vuitton pieces do not come with an authenticity card�please refer to the production date code within the bag for its age and as an authenticity reference.

Hand Drop: 20.00 cm
Shoulder Drop: 50.00 cm

Serial Number: FL0050
Country of Origin: France",styletribute,,BAGS,"ALL, BAGS_LOUIS VUITTON_WOMEN_ALL, DESIGNER_ALL, LOUIS VUITTON_ALL, LOUIS VUITTON_WOMEN_ALL, WOMEN_ALL, WOMEN_BAGS_ALL",TRUE,Title,Default Title,,,,,SBUPBG280384,0,shopify,1,deny,manual,930,1390,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0806/3811/6158/products/92583721992be3bd2750f84019a44352.jpg?v=1692612523,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
green-lambskin-leather-mini-intrecciato-loop-italy,Green Lambskin Leather Mini Intrecciato Loop Italy,"The Mini Intrecciato Loop features a woven leather body, leather shoulder strap, and a top zip closure. Exterior Front Discolored, Worn. Exterior Handle Out Of Shape. Exterior Corners Discolored, Worn. Exterior Side Discolored, Worn. Exterior Top Discolored, Worn. Interior Lining Worn. Practical Attachment Scratched. 

Inclusions: 
Dust Bag

Shoulder Drop: 50.00 cm

Country of Origin: Italy",styletribute,,BAGS,"ALL, BAGS_BOTTEGA VENETA_WOMEN_ALL, BOTTEGA VENETA_ALL, BOTTEGA VENETA_WOMEN_ALL, DESIGNER_ALL, WOMEN_ALL, WOMEN_BAGS_ALL",TRUE,Title,Default Title,,,,,SBUPBG277715,0,shopify,1,deny,manual,1840,2760,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0806/3811/6158/products/d83dba933413691d3947f3f48b68bd88.jpg?v=1692612521,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
